,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
3054,382,65,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1926,241,100,Are you legally able to work in Canada?,Yes
4612,577,60,Are you legally able to work in Canada?,Yes
1470,184,75,Are you comfortable with statistical analysis?,Yes
2670,334,80,Are you comfortable with statistical analysis?,Yes
2281,286,80,Are you comfortable with statistical analysis?,Yes
6090,762,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
3289,412,65,How many years of experience do you have working with SQL?,4+ years
5046,631,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3093,387,90,Are you legally able to work in Canada?,Yes
1364,171,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4266,534,80,Are you legally able to work in Canada?,Yes
2295,287,90,Please indicate the required salary you are seeking for this position.,90000
2223,278,100,Are you legally able to work in Canada?,Yes
3510,439,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1533,192,90,Are you legally able to work in Canada?,Yes
1103,138,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
130,17,100,Please indicate the required salary you are seeking for this position.,110
4557,570,90,Are you comfortable with statistical analysis?,Yes
5622,703,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1893,237,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1088,137,100,How many years of experience do you have working with SQL?,4+ years
4601,576,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4901,613,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2228,279,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
6101,763,80,How many years of experience do you have working with SQL?,2 to 3 years
770,97,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1489,187,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6120,766,70,Are you comfortable with statistical analysis?,Yes
5310,664,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5889,737,80,Are you legally able to work in Canada?,Yes
1435,180,80,Please indicate the required salary you are seeking for this position.,"$73,533 - $93,109 a year"
3150,394,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2683,336,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1196,150,90,How many years of experience do you have working with SQL?,4+ years
3918,490,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1494,187,100,Are you legally able to work in Canada?,Yes
398,50,100,Are you legally able to work in Canada?,Yes
2494,312,80,How many years of experience do you have working with SQL?,2 to 3 years
2795,350,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4291,537,90,Please indicate the required salary you are seeking for this position.,150000
3628,454,80,How many years of experience do you have working with SQL?,2 to 3 years
3759,470,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
708,89,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3173,397,60,Please indicate the required salary you are seeking for this position.,50000
2335,292,70,Are you legally able to work in Canada?,Yes
4900,613,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3980,498,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3645,456,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1638,205,90,Please indicate the required salary you are seeking for this position.,70000
2181,273,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2282,286,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4713,590,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
1774,222,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3609,452,80,Are you legally able to work in Canada?,Yes
2152,270,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
4717,590,70,How many years of experience do you have working with SQL?,2 to 3 years
5733,717,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5409,677,100,How many years of experience do you have preparing statistical analysis?,4+ years
758,95,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
2727,341,100,How many years of experience do you have working with SQL?,4+ years
4108,514,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
2827,354,100,Are you legally able to work in Canada?,Yes
2268,284,80,Please indicate the required salary you are seeking for this position.,85000 CAD
2484,311,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2740,343,80,Are you legally able to work in Canada?,Yes
3982,498,80,Are you comfortable with statistical analysis?,Yes
4839,605,75,Are you comfortable with statistical analysis?,Yes
2905,364,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5066,634,90,How many years of experience do you have working with SQL?,4+ years
5459,683,80,Are you legally able to work in Canada?,Yes
1694,212,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2500,313,100,How many years of experience do you have preparing statistical analysis?,4+ years
3472,435,100,Please indicate the required salary you are seeking for this position.,95000-100000
5827,729,60,Are you legally able to work in Canada?,Yes
583,73,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
