,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
165,66,80,Please indicate the required salary you are seeking for this position.,85K
315,54,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
342,126,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1722,171,90,Are you legally able to work in Canada?,Yes
1335,9,100,How many years of experience do you have preparing statistical analysis?,4+ years
921,51,50,Are you legally able to work in Canada?,Yes
689,214,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
105,211,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1178,118,100,Please indicate the required salary you are seeking for this position.,75000
478,186,60,How many years of experience do you have working with SQL?,2 to 3 years
618,180,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
782,130,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1169,89,80,How many years of experience do you have working with SQL?,2 to 3 years
1656,195,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
614,59,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1684,151,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1013,61,80,Please indicate the required salary you are seeking for this position.,70000
1798,106,85,Are you legally able to work in Canada?,No
1653,46,70,Are you comfortable with statistical analysis?,Yes
1689,143,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
190,130,70,Are you comfortable with statistical analysis?,Yes
1021,216,100,Are you comfortable with statistical analysis?,Yes
1124,131,45,Are you comfortable with statistical analysis?,Yes
929,77,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
642,121,50,Are you legally able to work in Canada?,Yes
1459,147,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1143,193,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
415,204,50,Are you comfortable with statistical analysis?,Yes
492,169,70,Are you comfortable with statistical analysis?,Yes
752,146,90,Are you comfortable with statistical analysis?,Yes
1193,119,60,How many years of experience do you have working with SQL?,2 to 3 years
1345,163,100,Are you comfortable with statistical analysis?,Yes
865,95,50,Please indicate the required salary you are seeking for this position.,68000
792,43,100,Are you legally able to work in Canada?,Yes
948,82,70,How many years of experience do you have working with SQL?,2 to 3 years
1091,131,45,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
1379,87,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1265,79,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
159,212,100,Are you legally able to work in Canada?,Yes
26,70,85,Are you comfortable with statistical analysis?,Yes
274,224,80,Are you legally able to work in Canada?,Yes
845,55,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1019,220,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1230,167,70,Are you legally able to work in Canada?,Yes
867,22,80,Please indicate the required salary you are seeking for this position.,65000
1130,139,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1699,145,100,How many years of experience do you have working with SQL?,4+ years
891,53,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1537,161,95,How many years of experience do you have working with SQL?,4+ years
1300,163,100,How many years of experience do you have preparing statistical analysis?,4+ years
5,132,50,Are you legally able to work in Canada?,Yes
174,75,70,Are you legally able to work in Canada?,Yes
947,224,80,How many years of experience do you have working with SQL?,4+ years
1570,153,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1786,156,80,How many years of experience do you have working with SQL?,4+ years
1480,188,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
901,29,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1642,33,80,How many years of experience do you have working with SQL?,2 to 3 years
124,60,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
185,61,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1442,159,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1320,149,100,Are you legally able to work in Canada?,Yes
844,69,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1693,97,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1777,190,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
990,212,100,Please indicate the required salary you are seeking for this position.,60-70000
1609,153,100,Are you comfortable with statistical analysis?,Yes
1205,193,100,Please indicate the required salary you are seeking for this position.,65000
581,220,70,Are you legally able to work in Canada?,Yes
1139,147,90,How many years of experience do you have working with SQL?,4+ years
179,11,100,Are you comfortable with statistical analysis?,Yes
497,66,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
681,90,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1688,153,100,Are you legally able to work in Canada?,Yes
56,45,60,Are you comfortable with statistical analysis?,Yes
983,40,60,How many years of experience do you have working with SQL?,2 to 3 years
319,157,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1698,48,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
8,132,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
963,176,100,Please indicate the required salary you are seeking for this position.,Market Rate
538,120,100,How many years of experience do you have working with SQL?,4+ years
1462,96,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1494,80,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
